GenBank,Seq.Names,Clade.Label,MajorGroup,Group,ThermoMode,Class,Order,Family,Species,dN,dS,dNdS,Clade,Clade.Age,Tip.Age,Lat,AnnualTemp,Habitat,BodyMass,Longevity,MaturityAge,Fecundity,Migration,Ref.BodyMass,Ref.Fecundity,Ref.MaturityAge,Ref.Longevity
AP007248.1,Anguilla_reinhardtii_AP007248.1,Elopomorpha,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Anguilliformes,Anguillidae,Anguilla_reinhardtii,1.60E-10,9.30E-09,0.017190629,Fishes_Node2592,9.76678626,5.9847731,29.26237624,11.82757187,Marine&Freshwater,22000,41,9,5.00E+06,NA,FishBase,FishBase,FishBase,FishBase
KT355033.1,Anguilla_japonica_KT355033.1,Elopomorpha,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Anguilliformes,Anguillidae,Anguilla_japonica,2.22E-10,1.03E-08,0.021607746,Fishes_Node2592,9.76678626,5.42135122,28.384375,17.7348175,Marine&Freshwater,6329.7,26.01058003,5,7.00E+05,NA,FishBase,The Fishes of Qinling,https://kokushi.fra.go.jp/R01/R01_77_ELJ_English.pdf,
AP007243.1,Anguilla_megastoma_AP007243.1,Elopomorpha,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Anguilliformes,Anguillidae,Anguilla_megastoma,3.30E-10,1.11E-08,0.029589428,Fishes_Node2592,9.76678626,3.96055136,13.25311438,14.40792465,Marine&Freshwater,1662.7,26.70954517,4.331679031,97239.52272,NA,FishBase,,,
AP007239.1,Anguilla_celebesensis_AP007239.1,Elopomorpha,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Anguilliformes,Anguillidae,Anguilla_celebesensis,2.24E-10,1.04E-08,0.021620819,Fishes_Node2592,9.76678626,3.96055136,6.894366197,27.27610321,Marine&Freshwater,6012.1,26.01058003,5,219754.4548,NA,FishBase,,"Age and growth of migrating tropical eels, Anguilla celebesensis and Anguilla marmorata",
AP007242.1,Anguilla_marmorata_AP007242.1,Elopomorpha,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Anguilliformes,Anguillidae,Anguilla_marmorata,3.19E-10,8.55E-09,0.037351528,Fishes_Node2592,9.76678626,3.94662539,10.96809779,23.87913728,Marine&Freshwater,313.3,40,3.440712685,47463.16153,NA,FishBase,,,FishBase
AP007247.1,Anguilla_obscura_AP007247.1,Elopomorpha,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Anguilliformes,Anguillidae,Anguilla_obscura,1.59E-10,1.31E-08,0.012155059,Fishes_Node2592,9.76678626,2.54392622,14.41853035,14.40597839,Marine&Freshwater,1691.4,26.5435735,4.606597095,117781.6715,NA,FishBase,,,
AP007236.1,Anguilla_bicolor_bicolor_AP007236.1,Elopomorpha,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Anguilliformes,Anguillidae,Anguilla_bicolor_bicolor,2.33E-10,1.93E-08,0.012044087,Fishes_Node2592,9.76678626,2.54392622,9.916041979,27.06067963,Marine&Freshwater,3204.9,20,5.5,4960000,NA,FishBase,"Fecundity of the tropical catadromous eels Anguilla bicolor bicolor, A. bengalensis bengalensis and A. marmorata","Ages at maturation of tropical freshwater eels, Anguilla bicolor bicolor and A. bengalensis bengalensis",FishBase
AP007245.1,Anguilla_bengalensis_labiata_AP007245.1,Elopomorpha,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Anguilliformes,Anguillidae,Anguilla_bengalensis_labiata,3.29E-10,1.21E-08,0.027191196,Fishes_Node2592,9.76678626,3.05897385,11.42592593,27.12580643,Marine&Freshwater,6000,25.52577764,6.5,1720000,NA,FishBase,"Fecundity of the tropical catadromous eels Anguilla bicolor bicolor, A. bengalensis bengalensis and A. marmorata","Ages at maturation of tropical freshwater eels, Anguilla bicolor bicolor and A. bengalensis bengalensis",
AB469437.1,Anguilla_luzonensis_AB469437.1,Elopomorpha,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Anguilliformes,Anguillidae,Anguilla_luzonensis,3.00E-10,9.71E-09,0.030870031,Fishes_Node2592,9.76678626,2.7235029,14.96341463,26.36201973,Marine&Freshwater,1662.7,26.70954517,4.331679031,97239.52272,NA,FishBase,,,
AP007241.1,Anguilla_interioris_AP007241.1,Elopomorpha,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Anguilliformes,Anguillidae,Anguilla_interioris,1.85E-10,9.56E-09,0.019295978,Fishes_Node2592,9.76678626,2.7235029,2.985294118,26.61760178,Marine&Freshwater,819.6,27.10219437,3.75050018,62082.66476,NA,FishBase,,,
NC_013633.1,Robinsia_catherinae_NC_013633.1,Elopomorpha,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Anguilliformes,Chlopsidae,Robinsia_catherinae,1.58E-10,5.50E-09,0.028704291,Fishes_Node2608,85.74021337,43.94082003,17.38549618,25.85524881,Marine,9.5,29.69374248,1.52254098,3745.717181,NA,FishBase,,,
NC_013607.1,Kaupichthys_hyoproroides_NC_013607.1,Elopomorpha,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Anguilliformes,Chlopsidae,Kaupichthys_hyoproroides,2.85E-10,7.99E-09,0.035666446,Fishes_Node2608,85.74021337,43.94082003,13.1041461,27.99164391,Marine,33.8,28.89768294,1.99101761,8637.874002,NA,FishBase,,,
NC_013601.1,Pythonichthys_microphthalmus_NC_013601.1,Elopomorpha,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Anguilliformes,Heterenchelyidae,Pythonichthys_microphthalmus,1.63E-10,6.06E-09,0.026849121,Fishes_Node2608,85.74021337,67.40208921,6.768292683,26.57919312,Marine,166.2,27.93002881,2.786731582,24615.19719,NA,FishBase,,,
NC_013631.1,Myroconger_compressus_NC_013631.1,Elopomorpha,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Anguilliformes,Myrocongridae,Myroconger_compressus,1.88E-10,8.11E-09,0.02317453,Fishes_Node2608,85.74021337,53.64011534,10.0106383,24.98433495,Marine,201.7,27.81464141,2.902978523,27956.55576,NA,FishBase,,,
KP874183.1,Scuticaria_tigrina_KP874183.1,Elopomorpha,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Anguilliformes,Muraenidae,Scuticaria_tigrina,2.08E-10,1.10E-08,0.018969463,Fishes_Node2608,85.74021337,45.28599049,10.28151919,28.27807808,Marine,1205.8,26.12820932,5.382691688,191287.1693,NA,FishBase,,,
KP793920.1,Gymnomuraena_zebra_KP793920.1,Elopomorpha,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Anguilliformes,Muraenidae,Gymnomuraena_zebra,1.79E-10,1.08E-08,0.016550812,Fishes_Node2608,85.74021337,35.42639392,11.19425142,28.09342575,Marine,7604.5,20,5.627874084,10000,NA,FishBase,https://kidszoo.org/our-animals/zebra-moray-eel/,,https://animal-world.com/encyclo/marine/eels/zebramoray.php
KP874184.1,Gymnothorax_formosus_KP874184.1,Elopomorpha,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Anguilliformes,Muraenidae,Gymnothorax_formosus,1.83E-10,9.35E-09,0.019593887,Fishes_Node2608,85.74021337,23.29176113,8.066420664,28.59703445,Marine,1742.8,26.70954517,4.331679031,97239.52272,NA,FishBase,,,
KP893074.1,Enchelynassa_canina_KP893074.1,Elopomorpha,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Anguilliformes,Muraenidae,Enchelynassa_canina,2.35E-10,1.02E-08,0.023073599,Fishes_Node2608,85.74021337,23.29176113,10.73090909,28.0800724,Marine,22343.8,25.15596715,7.826623513,613824.8472,NA,FishBase,,,
AP002976.1,Gymnothorax_kidako_AP002976.1,Elopomorpha,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Anguilliformes,Muraenidae,Gymnothorax_kidako,3.34E-10,1.19E-08,0.02809302,Fishes_Node2608,85.74021337,25.22868269,18.23557692,21.68278348,Marine,2456.2,30,4.090241411,81332.85918,NA,FishBase,,,https://animal-world.com/encyclo/marine/eels/commonmoray.php
MW035594.1,Strophidon_sathete_MW035594.1,Elopomorpha,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Anguilliformes,Muraenidae,Strophidon_sathete,2.71E-10,1.23E-08,0.022125881,Fishes_Node2608,85.74021337,22.10990734,10.38771665,27.01805439,Marine&Freshwater,24133.8,40,4,10000,NA,FishBase,https://kidadl.com/facts/animals/slender-giant-moray-facts,https://coppershop.ru/en/interesting/murena-interesnye-fakty-rodstvennicy-ugrei-mureny.html,https://kidadl.com/facts/animals/slender-giant-moray-facts
NC_013610.1,Rhinomuraena_quaesita_NC_013610.1,Elopomorpha,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Anguilliformes,Muraenidae,Rhinomuraena_quaesita,4.71E-10,1.37E-08,0.034382551,Fishes_Node2608,85.74021337,18.24956895,10.46066566,28.22388268,Marine,3894.3,20,5.131217429,164803.6963,NA,FishBase,,,https://lifeoffish.com/ribbon-eel-care-must-know-care-facts-behavior-breeding/
MF448350.1,Gymnothorax_minor_MF448350.1,Elopomorpha,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Anguilliformes,Muraenidae,Gymnothorax_minor,1.62E-10,1.10E-08,0.014767971,Fishes_Node2608,85.74021337,18.24956895,14.25,26.85829735,Marine,238,27.79113552,2.927308419,28692.81044,NA,FishBase,,,
NC_013606.1,Coloconger_cadenati_NC_013606.1,Elopomorpha,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Anguilliformes,Colocongridae,Coloconger_cadenati,1.48E-10,3.28E-09,0.045168432,Fishes_Node2620,44.19102436,44.19102423,6.013513514,15.4651432,Marine,4519.1,26.89422632,4.046823851,78673.94197,NA,FishBase,,,
NC_013611.1,Derichthys_serpentinus_NC_013611.1,Elopomorpha,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Anguilliformes,Derichthyidae,Derichthys_serpentinus,2.89E-10,5.64E-09,0.051269108,Fishes_Node2620,44.19102436,38.31192011,29.11039668,4,Marine,81.5,28.35906882,2.397386715,15404.27179,NA,FishBase,,,
NC_013608.1,Nessorhamphus_ingolfianus_NC_013608.1,Elopomorpha,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Anguilliformes,Derichthyidae,Nessorhamphus_ingolfianus,1.36E-10,3.74E-09,0.036253755,Fishes_Node2620,44.19102436,38.31192011,33.7234497,4,Marine,281.7,27.6169371,3.114771538,34812.56648,NA,FishBase,,,
NC_013632.1,Ariosoma_shiroanago_NC_013632.1,Elopomorpha,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Anguilliformes,Congridae,Ariosoma_shiroanago,4.71E-10,1.03E-08,0.04573671,Fishes_Node2623,75.84685743,70.44170615,32.85099338,19.41089654,Marine,91.1,28.35906882,2.397386715,15404.27179,NA,FishBase,,,
AB038381.2,Conger_myriaster_AB038381.2,Elopomorpha,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Anguilliformes,Congridae,Conger_myriaster,1.78E-10,6.67E-09,0.026607783,Fishes_Node2623,75.84685743,6.74113421,31.21910112,7.935640335,Marine,1753,8,2,2870000,NA,FishBase,Accounting for the fish condition in assessing the reproductivity of a marine eel to achieve fishery sustainability,Accounting for the fish condition in assessing the reproductivity of a marine eel to achieve fishery sustainability,FishBase
KR131863.1,Conger_japonicus_KR131863.1,Elopomorpha,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Anguilliformes,Congridae,Conger_japonicus,2.92E-10,4.49E-09,0.065043406,Fishes_Node2623,75.84685743,6.74113421,28.3490566,23.30725288,Marine,12600,7,5.382691688,191287.1693,NA,FishBase,,,Growth patterns and sex ratios of Conger japonicus and C. erebennus in Tokyo Bay
NC_013630.1,Paraconger_notialis_NC_013630.1,Elopomorpha,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Anguilliformes,Congridae,Paraconger_notialis,2.05E-10,8.06E-09,0.025464043,Fishes_Node2623,75.84685743,27.70780013,7.047619048,26.78577042,Marine,829.2,27.28959046,3.503863853,50229.45226,NA,FishBase,,,
NC_013629.1,Heteroconger_hassi_NC_013629.1,Elopomorpha,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Anguilliformes,Congridae,Heteroconger_hassi,1.64E-10,9.04E-09,0.018091363,Fishes_Node2623,75.84685743,27.70780013,10.69832189,28.20851707,Marine,81.5,40,2,15404.27179,NA,FishBase,,,https://www.saltwateraquariumblog.com/garden-eel-care/
NC_013621.1,Facciolella_oxyrhyncha_NC_013621.1,Elopomorpha,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Anguilliformes,Nettastomatidae,Facciolella_oxyrhyncha,2.33E-10,1.05E-08,0.022176321,Fishes_Node2623,75.84685743,27.30179634,35.23333333,9.428612101,Marine,223.8,27.47551127,3.276707091,40765.53906,NA,FishBase,,,
NC_013625.1,Nettastoma_parviceps_NC_013625.1,Elopomorpha,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Anguilliformes,Nettastomatidae,Nettastoma_parviceps,2.21E-10,1.14E-08,0.019450769,Fishes_Node2623,75.84685743,22.10189371,20.16541823,4,Marine,449.3,27.05846211,3.810769991,65243.09302,NA,FishBase,,,
NC_013623.1,Hoplunnis_punctata_NC_013623.1,Elopomorpha,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Anguilliformes,Nettastomatidae,Hoplunnis_punctata,1.64E-10,1.05E-08,0.015584637,Fishes_Node2623,75.84685743,22.10189371,7.726804124,26.60101891,Marine,140.4,27.75810782,2.961874213,29761.29376,NA,FishBase,,,
NC_013617.1,Cynoponticus_ferox_NC_013617.1,Elopomorpha,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Anguilliformes,Muraenesocidae,Cynoponticus_ferox,1.57E-10,4.15E-09,0.037942877,Fishes_Node2630,72.2972099,49.30168858,6.897849462,26.57504463,Marine,7287.7,25.52577764,6.776529997,391897.0512,NA,FishBase,,,
NC_013614.1,Muraenesox_bagio_NC_013614.1,Elopomorpha,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Anguilliformes,Muraenesocidae,Muraenesox_bagio,3.85E-10,9.65E-09,0.039913718,Fishes_Node2630,72.2972099,12.2856585,13.86813518,27.06925011,Marine,24952.9,25.52577764,6.776529997,28430,NA,FishBase,FishBase,,
MT571331.1,Muraenesox_cinereus_MT571331.1,Elopomorpha,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Anguilliformes,Muraenesocidae,Muraenesox_cinereus,3.22E-10,9.58E-09,0.033636671,Fishes_Node2630,72.2972099,12.2856585,14.64902364,17.35581489,Marine&Freshwater,43914.1,15,7.206615073,71057,NA,FishBase,Reproduction ecology of fishes in Jiaozhou Bay waters,,FishBase
KY081397.1,Ophichthus_rotundus_KY081397.1,Elopomorpha,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Anguilliformes,Ophichthidae,Ophichthus_rotundus,2.40E-10,8.38E-09,0.028668407,Fishes_Node2630,72.2972099,21.78716376,35.16666667,15.57597733,Marine,453.4,27.11777644,3.729279957,60995.14949,NA,FishBase,,,
MK189459.1,Ophichthus_brevicaudatus_MK189459.1,Elopomorpha,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Anguilliformes,Ophichthidae,Ophichthus_brevicaudatus,2.91E-10,8.99E-09,0.032416065,Fishes_Node2630,72.2972099,21.78716376,24,22.42468834,Marine,86.7,28.14145617,2.586802099,19520.98528,NA,FishBase,,,
KY021065.1,Xyrias_revulsus_KY021065.1,Elopomorpha,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Anguilliformes,Ophichthidae,Xyrias_revulsus,2.44E-10,5.48E-09,0.044590303,Fishes_Node2630,72.2972099,30.46532758,14.03048128,26.71487393,Marine,722,26.83661424,4.133407456,84036.20667,NA,FishBase,,,
KY081398.1,Brachysomophis_crocodilinus_KY081398.1,Elopomorpha,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Anguilliformes,Ophichthidae,Brachysomophis_crocodilinus,2.94E-10,6.11E-09,0.048150441,Fishes_Node2630,72.2972099,20.55515757,11.64788732,27.84270477,Marine,1519.8,26.39295395,4.872785498,140302.4384,NA,FishBase,,,
AP002978.1,Ophisurus_macrorhynchos_AP002978.1,Elopomorpha,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Anguilliformes,Ophichthidae,Ophisurus_macrorhynchos,1.23E-10,5.85E-09,0.02106391,Fishes_Node2630,72.2972099,20.55515757,32.42405063,14.36604404,Marine,466.5,26.12820932,5.382691688,191287.1693,NA,FishBase,,,
NC_015082.1,Hiodon_tergisus_NC_015082.1,Osteoglossomorpha,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Hiodontiformes,Hiodontidae,Hiodon_tergisus,1.76E-10,1.71E-08,0.010292741,Fishes_Node2638,127.4306538,5.48147089,42.06428571,10.24281998,Freshwater,1276.9,10,3.5,5000,NA,FishBase,FishBase,FishBase,FishBase
AP004356.2,Hiodon_alosoides_AP004356.2,Osteoglossomorpha,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Hiodontiformes,Hiodontidae,Hiodon_alosoides,1.41E-10,1.52E-08,0.00927338,Fishes_Node2638,127.4306538,5.48147089,51.25396825,2.701348305,Freshwater,1532.6,14,5,5761,NA,FishBase,FishBase,FishBase,FishBase
NC_015081.1,Heterotis_niloticus_NC_015081.1,Osteoglossomorpha,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Osteoglossiformes,Osteoglossidae,Heterotis_niloticus,1.97E-10,9.21E-09,0.021383609,Fishes_Node2638,127.4306538,53.29117226,10.87209302,28.08737488,Freshwater,5421.3,16,2,2313,NA,FishBase,FishBase,FishBase,https://www.worldlifeexpectancy.com/fish-life-expectancy-nile-perch
EF523611.1,Arapaima_gigas_EF523611.1,Osteoglossomorpha,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Osteoglossiformes,Osteoglossidae,Arapaima_gigas,2.25E-10,1.03E-08,0.021813692,Fishes_Node2638,127.4306538,53.29117226,6.296143251,25.21032562,Freshwater,871260.3,20,4.5,47000,NA,FishBase,FishBase,FishBase,https://nationalzoo.si.edu/animals/arapaima
AB043025.1,Osteoglossum_bicirrhosum_AB043025.1,Osteoglossomorpha,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Osteoglossiformes,Osteoglossidae,Osteoglossum_bicirrhosum,1.69E-10,4.87E-09,0.034784844,Fishes_Node2638,127.4306538,54.88069001,3.921800948,25.61152649,Freshwater,5827.4,20,3,360,NA,FishBase,"Variations in reproductive strategy of the silver Arowana, Osteoglossum bicirrhosum Cuvier, 1829 from four sub-basins of the Peruvian Amazon",https://www.amazonasmagazine.com/2013/08/23/farming-arowanas-where-coca-once-grew/,https://www.aquariadise.com/silver-arowana/
DQ023143.1,Scleropages_formosus_DQ023143.1,Osteoglossomorpha,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Osteoglossiformes,Osteoglossidae,Scleropages_formosus,1.27E-10,4.29E-09,0.029483667,Fishes_Node2638,127.4306538,49.65434472,4.416666667,25.67189026,Freshwater,4749.9,60,2.8,2690.169015,NA,FishBase,,FishBase,https://dwazoo.com/animal/asian-arowana/
KF481952.1,Scleropages_jardinii_KF481952.1,Osteoglossomorpha,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Osteoglossiformes,Osteoglossidae,Scleropages_jardinii,3.01E-10,5.18E-09,0.058172123,Fishes_Node2638,127.4306538,49.65434472,13.63333333,26.55743408,Freshwater,8519.2,50,4,161,NA,FishBase,"STUDI POPULASI IKAN KALOSO (Scleropages jardinii) DI RAWA POMO KECAMATAN CITAK MITAK, KABUPATEN MERAUKE, PAPUA",FishBase,https://www.fishlaboratory.com/fish/jardini-arowana/
AB043068.1,Pantodon_buchholzi_AB043068.1,Osteoglossomorpha,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Osteoglossiformes,Pantodontidae,Pantodon_buchholzi,1.87E-10,8.42E-09,0.022221829,Fishes_Node2638,127.4306538,100.646834,2.444954128,24.02068176,Freshwater,20.9,10,1.758932149,220,NA,FishBase,FishBase,,http://www.aquascapinglab.com/en/2017/10/31/pantodon-buchholzi-african-butterfly-fish-facts-info/
AP008927.1,Xenomystus_nigri_AP008927.1,Osteoglossomorpha,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Osteoglossiformes,Notopteridae,Xenomystus_nigri,2.56E-10,1.07E-08,0.023862888,Fishes_Node2638,127.4306538,37.4599343,2.938095238,23.97867584,Freshwater,217.1,11.4,2.039400278,200,NA,FishBase,FishBase,,FishBase
AP008926.1,Papyrocranus_congoensis_AP008926.1,Osteoglossomorpha,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Osteoglossiformes,Notopteridae,Papyrocranus_congoensis,2.18E-10,9.57E-09,0.022757793,Fishes_Node2638,127.4306538,37.4599343,2.391304348,24.22666626,Freshwater,54.7,12,1.932096123,653.8308962,NA,FishBase,,,Aquariumwiki.com
AP008924.1,Notopterus_notopterus_AP008924.1,Osteoglossomorpha,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Osteoglossiformes,Notopteridae,Notopterus_notopterus,1.16E-10,7.59E-09,0.015237129,Fishes_Node2638,127.4306538,19.73390892,20.49455535,24.53555298,Freshwater,1980.5,15,2.5,5526,NA,FishBase,"Reproductive Biology of Featherback Fish (Notopterus Notopterus Pallas, 1769) From the Sail River, Pekanbaru Regency, Riau Province","Reproduction and development of the asian bronze featherback Notopterus notopterus (Pallas, 1769) (Osteoglossiformes, Notopteridae) in captivity",https://animal-world.com/encyclo/fresh/Knifefish/FeatherfinKnifefish.php
AP008921.1,Chitala_blanci_AP008921.1,Osteoglossomorpha,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Osteoglossiformes,Notopteridae,Chitala_blanci,2.49E-10,5.31E-09,0.046808713,Fishes_Node2638,127.4306538,14.54526356,14.81578947,25.97648621,Freshwater,8380.8,13,2.545858855,18569,NA,FishBase,"REPRODUCTIVE BIOLOGY OF FEATHER BACK, CHITAL (Notopterus chitala, Ham.) CULTURED IN A POND OF BANGLADESH",,https://tropical-fish-keeping.com/royal-knifefish-chitala-blanci.html
AP008922.1,Chitala_lopis_AP008922.1,Osteoglossomorpha,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Osteoglossiformes,Notopteridae,Chitala_lopis,3.10E-10,5.11E-09,0.060631192,Fishes_Node2638,127.4306538,13.08368404,6.8,25.8421051,Freshwater,12351.8,10,3,11972,NA,FishBase,"Kajian bioekologi dalam rangka menentukan arah pengelolaan ikan belida (Chitala lopis Bleeker 1851) di Sungai Kampar, Provinsi Riau",https://kidadl.com/facts/animals/chitala-facts,https://kidadl.com/facts/animals/chitala-facts
AP008923.1,Chitala_ornata_AP008923.1,Osteoglossomorpha,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Osteoglossiformes,Notopteridae,Chitala_ornata,1.76E-10,6.56E-09,0.026848136,Fishes_Node2638,127.4306538,13.08368404,15.33076923,26.247052,Freshwater,7260,10,2,2379,NA,FishBase,"Reproductive Biology of Invasive Knifefish (Chitala ornata) in Laguna de Bay, Philippines and its Implication for Control and Management","Sexual dimorphism of invasive knifefish (Chitala ornata) in Laguna de bay, Philippines",https://www.fishlaboratory.com/fish/clown-knife-fish/
AP008930.1,Gymnarchus_niloticus_AP008930.1,Osteoglossomorpha,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Osteoglossiformes,Gymnarchidae,Gymnarchus_niloticus,2.01E-10,9.27E-09,0.021650036,Fishes_Node2638,127.4306538,68.51029089,10.22282609,27.20771484,Freshwater,16229.8,14,1,925,NA,FishBase,"Some aspects of the reproductive biology of Gymnarchus niloticus Cuvier, 1829 (Knifefish) in Lekki Lagoon, Nigeria","Reproductive aspects of Oreochromis niloticus (Perciformes: Cichlidae) at Coatetelco lake, Morelos, Mexico",Aquariumwiki.com
NC_015098.1,Petrocephalus_microphthalmus_NC_015098.1,Osteoglossomorpha,Actinopterygii,Fishes,Ectotherms,Actinopterygii,Osteoglossiformes,Mormyridae,Petrocephalus_microphthalmus,2.95E-10,5.20E-09,0.056718446,Fishes_Node2638,127.4306538,30.48462896,2.641509434,23.62837677,Freshwater,1.7,11.18263068,1.540709515,162.3401603,NA,FishBase,,,
